race,sex,age_cat,decile_score,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,score_text,length_of_stay,two_year_recid
0,1,1,2,0,-1.0,0,0,0,0,0
1,1,0,2,0,0.0,0,0,0,1,0
1,1,1,2,0,-1.0,0,1,0,1,1
0,1,1,3,0,0.0,1,1,0,1,1
1,1,1,5,2,-1.0,0,0,1,9,0
1,1,1,7,2,-1.0,0,0,1,0,0
0,0,1,1,0,0.0,1,1,0,-1,1
0,1,1,4,7,-1.0,0,0,0,28,0
0,1,2,1,0,-1.0,1,1,0,4,1
1,1,1,3,5,-1.0,0,1,0,0,1
0,1,1,9,16,0.0,1,1,2,33,1
1,0,2,2,1,-3.0,1,0,0,-1,0
0,1,0,7,2,0.0,0,1,1,13,0
1,1,1,3,2,3.0,0,1,0,2,1
0,1,1,10,6,-1.0,0,1,2,4,1
1,0,1,1,3,-2.0,0,1,0,1,1
1,1,0,9,0,0.0,0,0,2,1,0
0,1,0,5,0,0.0,0,1,1,1,1
0,1,1,3,0,-1.0,0,0,0,1,0
0,1,1,5,1,0.0,0,0,1,0,0
0,1,1,2,0,-1.0,1,1,0,0,1
0,1,2,1,1,-1.0,0,0,0,1,0
0,1,1,4,0,-1.0,0,0,0,280,0
1,1,2,1,0,-1.0,1,0,0,1,0
0,0,1,8,9,-1.0,0,0,2,173,0
1,1,0,5,0,-1.0,1,1,1,0,1
0,1,1,4,6,-1.0,1,1,0,1,1
1,1,0,9,2,0.0,0,1,2,1,1
1,0,0,9,4,-1.0,1,1,2,133,1
1,0,1,2,0,0.0,1,1,0,-1,1
0,1,1,9,8,-1.0,0,1,2,0,1
1,1,1,7,3,-1.0,0,0,1,7,0
1,0,2,1,0,-1.0,1,0,0,0,0
1,0,0,5,0,-3.0,0,0,1,0,0
1,1,1,1,2,-1.0,0,0,0,1,0
0,1,0,7,3,-1.0,0,1,1,21,1
0,1,1,2,2,-1.0,0,0,0,1,0
0,1,1,9,11,-1.0,1,1,2,29,1
1,0,0,5,0,-1.0,0,0,1,0,0
1,1,2,6,4,0.0,1,1,1,17,1
0,1,1,10,15,-1.0,0,1,2,30,1
0,1,1,5,10,-20.0,0,1,1,20,1
1,1,2,5,0,-1.0,0,0,1,0,0
1,1,2,3,3,-1.0,1,1,0,12,1
0,1,2,7,10,-1.0,1,1,1,4,1
0,1,0,3,0,-1.0,0,1,0,1,1
0,1,1,8,9,-1.0,0,1,2,111,0
1,1,2,1,0,-1.0,0,1,0,0,0
0,1,0,5,3,0.0,1,0,1,6,0
1,1,2,4,2,-29.0,0,1,0,29,1
0,1,1,2,0,-1.0,1,1,0,1,1
0,0,1,7,5,0.0,0,1,1,1,0
1,0,2,1,0,-1.0,1,0,0,0,0
1,1,1,3,4,-1.0,0,1,0,33,1
0,1,1,4,7,-1.0,0,1,0,6,1
0,1,1,10,3,0.0,0,1,2,13,1
0,0,1,1,0,-1.0,0,0,0,1,0
1,1,1,1,1,-1.0,0,0,0,1,0
0,1,2,1,1,-1.0,0,0,0,1,0
0,1,1,9,3,-1.0,1,0,2,1,0
0,1,1,4,1,-1.0,0,1,0,1,1
1,1,0,4,1,-8.0,0,1,0,8,0
0,0,0,8,0,-1.0,1,1,2,0,1
0,1,0,4,0,-1.0,1,0,0,45,0
1,1,2,1,1,-1.0,1,0,0,1,0
0,1,2,3,4,-1.0,0,0,0,0,0
1,1,1,6,2,-1.0,0,1,1,6,1
0,1,0,6,5,0.0,0,1,1,1,1
0,1,2,5,3,0.0,0,1,1,11,1
0,1,1,3,6,-1.0,1,1,0,1,1
1,1,2,1,1,-1.0,0,0,0,1,0
0,0,1,5,1,-3.0,0,0,1,0,0
0,0,1,5,2,-1.0,1,0,1,100,0
1,1,0,5,0,0.0,0,1,1,0,0
1,1,1,3,2,-1.0,0,0,0,8,0
1,1,1,1,1,0.0,0,0,0,0,0
0,1,1,6,7,-1.0,0,1,1,1,1
0,1,1,8,2,-1.0,0,1,2,0,1
1,0,1,4,1,-1.0,0,0,0,7,0
0,1,1,8,16,-1.0,1,1,2,1,1
1,1,0,4,0,-1.0,1,1,0,0,1
0,1,2,2,6,-1.0,0,1,0,0,0
1,1,1,6,0,-5.0,0,0,1,0,0
0,1,0,6,1,-1.0,0,1,1,2,1
0,1,1,6,1,-1.0,0,0,1,0,0
0,1,0,6,1,-1.0,0,0,1,156,0
0,1,2,1,0,-1.0,0,0,0,5,0
1,1,1,3,3,-1.0,1,0,0,1,0
1,1,1,8,0,-1.0,0,1,2,47,1
0,1,1,8,1,-1.0,0,0,2,1,0
0,1,1,7,7,0.0,1,1,1,1,1
0,0,1,3,7,-1.0,1,1,0,0,1
0,1,1,8,7,-1.0,0,1,2,0,1
0,1,1,4,3,-1.0,0,0,0,0,0
1,0,1,5,5,-22.0,0,1,1,0,1
0,1,2,1,3,-1.0,0,0,0,1,0
0,1,0,3,1,-1.0,0,1,0,0,1
0,1,1,6,7,-1.0,0,1,1,51,1
1,1,1,4,6,-1.0,0,1,0,9,1
1,1,2,2,3,-1.0,0,0,0,11,0
1,1,1,4,4,0.0,0,1,0,96,1
0,1,1,7,3,-1.0,1,0,1,0,0
1,1,1,4,3,0.0,1,0,0,40,0
1,0,2,1,0,0.0,1,0,0,0,0
0,1,1,3,4,-1.0,1,0,0,1,0
0,0,0,4,0,-1.0,1,0,0,1,0
0,1,1,3,2,-1.0,1,1,0,0,1
0,1,1,8,5,-1.0,1,1,2,3,1
1,1,0,2,2,-1.0,0,0,0,1,0
0,0,0,5,2,0.0,0,1,1,3,1
0,0,1,7,1,0.0,0,0,1,2,0
0,0,1,10,3,-1.0,0,1,2,0,1
1,1,0,4,0,-1.0,0,1,0,1,1
0,1,1,6,4,0.0,1,1,1,-1,1
1,1,0,3,1,-1.0,0,1,0,1,1
0,1,1,7,8,0.0,0,1,1,1,1
1,1,1,5,5,-1.0,1,0,1,5,0
0,1,2,6,13,-28.0,1,0,1,1,0
1,1,0,2,0,-1.0,0,0,0,1,0
1,0,2,1,0,-5.0,1,0,0,0,0
1,0,2,1,0,-1.0,1,0,0,1,0
0,1,2,5,16,-1.0,0,0,1,0,0
1,0,1,2,0,-1.0,1,0,0,0,0
1,1,2,1,4,-1.0,1,0,0,11,0
0,1,1,3,1,-1.0,1,1,0,1,1
0,1,1,6,19,-1.0,1,1,1,0,1
1,1,1,1,0,-1.0,1,0,0,0,0
0,0,1,10,3,-23.0,1,0,2,1,0
1,1,1,5,2,0.0,0,0,1,0,0
0,1,0,7,3,-1.0,0,1,1,9,1
1,1,1,5,2,0.0,0,0,1,16,0
0,1,1,6,3,-1.0,0,1,1,7,1
0,1,1,10,20,0.0,0,1,2,43,1
0,0,1,8,13,0.0,0,0,2,2,0
0,1,1,8,19,-1.0,1,0,2,1,0
0,0,1,2,1,-1.0,0,0,0,0,0
0,1,1,10,9,-1.0,0,1,2,2,1
0,1,1,6,2,-1.0,0,1,1,2,1
0,1,1,10,24,-1.0,0,1,2,1,1
1,1,1,2,0,-1.0,0,0,0,1,0
1,1,2,1,3,-23.0,0,1,0,0,1
1,1,1,2,5,0.0,0,1,0,1,0
1,1,1,8,6,0.0,0,1,2,0,1
0,1,0,5,2,-1.0,1,1,1,1,1
0,1,1,7,2,-1.0,0,0,1,83,0
1,1,1,4,2,0.0,1,1,0,0,1
1,1,0,8,3,-1.0,0,1,2,1,1
0,1,1,5,0,-1.0,0,0,1,0,0
0,1,1,5,19,29.0,0,1,1,48,1
1,1,1,1,0,-1.0,0,0,0,0,0
0,1,0,8,3,-1.0,0,1,2,75,0
0,1,1,1,0,-1.0,1,1,0,1,0
0,0,1,2,3,-1.0,0,1,0,0,1
1,0,1,6,0,-1.0,0,1,1,343,1
0,1,1,10,24,0.0,0,1,2,0,1
0,1,0,6,2,0.0,0,1,1,1,1
0,1,0,10,4,14.0,0,1,2,376,1
0,1,1,6,1,-1.0,1,1,1,0,1
1,0,1,4,0,-1.0,0,1,0,0,1
0,1,1,5,0,0.0,1,1,1,-1,1
1,1,1,1,0,-1.0,0,1,0,1,1
1,1,1,3,0,-1.0,0,0,0,1,0
0,1,1,5,2,-1.0,0,1,1,1,1
0,1,0,4,1,0.0,0,1,0,0,1
0,0,1,7,0,-1.0,0,0,1,5,0
0,1,1,2,0,0.0,1,0,0,1,0
1,0,2,2,4,-1.0,1,0,0,3,0
1,0,1,3,2,-3.0,1,0,0,1,0
1,1,0,4,1,-1.0,0,0,0,0,0
0,0,0,9,11,-1.0,1,1,2,77,1
1,1,1,3,3,-1.0,0,0,0,50,0
0,1,1,6,4,-1.0,0,1,1,0,1
0,1,2,7,8,-1.0,1,1,1,5,0
0,1,1,9,15,-1.0,0,1,2,72,1
0,1,0,4,2,-1.0,1,1,0,1,1
0,1,1,6,3,-1.0,1,1,1,0,1
0,0,1,6,0,0.0,0,0,1,-1,0
0,1,1,7,5,0.0,0,1,1,0,1
1,1,0,3,2,-1.0,0,1,0,1,1
1,1,2,1,1,-2.0,0,1,0,0,1
0,1,0,7,2,-1.0,0,1,1,2,1
1,1,1,6,12,-1.0,0,0,1,52,0
0,1,0,9,0,-1.0,0,1,2,1,1
0,1,2,3,2,-1.0,0,0,0,24,0
0,1,0,10,0,-1.0,1,1,2,11,1
0,1,1,10,17,-1.0,0,1,2,32,1
0,0,1,3,2,-1.0,1,0,0,0,0
1,1,1,6,4,-1.0,1,1,1,1,1
1,0,0,10,9,-1.0,1,1,2,8,1
0,1,0,9,1,0.0,0,1,2,38,1
1,1,2,2,1,-1.0,0,0,0,1,0
0,1,1,9,5,-1.0,1,1,2,1,0
1,1,1,2,0,-1.0,0,1,0,0,1
0,1,0,7,3,-1.0,0,1,1,0,1
1,0,2,5,0,-1.0,0,0,1,1,0
0,1,0,7,1,0.0,0,0,1,3,0
1,1,1,2,0,-1.0,0,1,0,1,1
1,1,1,4,0,-1.0,1,0,0,0,0
0,1,0,4,1,0.0,0,0,0,1,0
0,1,2,7,0,-1.0,0,1,1,4,1
0,1,1,1,0,0.0,0,0,0,0,0
0,1,0,2,0,-1.0,0,0,0,0,0
0,1,1,6,5,-1.0,0,0,1,1,0
0,1,1,8,8,0.0,1,1,2,0,0
1,1,0,8,0,-2.0,1,1,2,2,1
1,1,1,5,2,0.0,0,0,1,-1,0
0,0,1,4,0,-3.0,0,0,0,0,0
1,0,1,10,20,11.0,0,1,2,56,1
0,1,1,4,1,-1.0,0,1,0,77,1
0,1,1,6,5,0.0,0,0,1,0,0
0,0,1,2,1,-1.0,1,0,0,0,0
0,1,0,5,1,0.0,0,1,1,0,0
1,1,2,1,0,-1.0,0,0,0,0,0
0,0,0,7,0,-1.0,1,1,1,0,0
0,0,1,3,0,0.0,0,0,0,-1,0
0,1,1,9,13,-1.0,0,1,2,2,1
0,1,1,9,13,-1.0,1,1,2,38,1
0,1,1,2,1,-17.0,1,1,0,17,1
0,1,0,7,0,-1.0,0,0,1,1,0
0,1,1,7,5,-1.0,0,1,1,27,1
0,1,1,8,10,-1.0,0,1,2,1,1
1,1,2,2,3,-2.0,1,1,0,2,1
0,1,0,6,2,-2.0,0,1,1,2,1
1,1,0,3,0,-1.0,0,0,0,1,0
1,1,1,2,0,0.0,1,0,0,1,0
1,1,1,7,2,-1.0,0,1,1,1,1
0,1,1,5,4,0.0,0,1,1,4,1
1,1,2,1,0,-1.0,1,0,0,0,0
0,1,2,4,6,-1.0,1,0,0,2,0
0,1,0,8,1,0.0,0,0,2,2,0
0,1,1,6,4,-4.0,0,1,1,2,1
1,1,0,10,0,-1.0,0,0,2,15,0
1,1,0,8,0,-1.0,0,1,2,1,1
0,1,1,4,3,0.0,1,1,0,1,1
0,0,1,7,8,-1.0,0,1,1,45,1
1,1,1,5,1,-1.0,0,0,1,0,0
0,1,0,8,0,-1.0,0,1,2,34,1
0,0,1,5,1,-1.0,1,0,1,0,0
0,0,0,6,0,-1.0,0,1,1,2,1
1,1,2,8,4,-8.0,1,1,2,4,0
1,1,0,9,0,0.0,0,0,2,2,0
0,1,0,8,0,-1.0,0,1,2,0,1
1,1,1,1,1,-22.0,1,1,0,1,0
0,0,1,3,1,-13.0,0,0,0,13,0
1,1,1,4,11,-1.0,0,1,0,118,1
0,1,1,2,1,-1.0,0,0,0,0,0
0,1,1,1,0,-1.0,0,0,0,0,0
0,1,0,7,0,-1.0,0,1,1,1,1
0,1,0,6,1,-1.0,0,1,1,1,1
1,1,1,5,3,-4.0,0,0,1,0,0
0,1,0,9,1,-10.0,0,1,2,9,1
0,1,1,8,0,-1.0,1,1,2,57,1
0,0,1,1,0,0.0,1,0,0,1,0
0,1,1,5,1,-1.0,0,0,1,21,0
0,1,1,2,7,-1.0,0,1,0,1,1
0,1,1,1,1,-1.0,0,1,0,0,1
1,1,0,3,0,-1.0,1,1,0,0,1
0,0,1,9,9,-1.0,1,0,2,1,0
0,1,1,2,3,0.0,0,1,0,0,1
1,1,1,1,1,-4.0,0,1,0,0,1
1,1,1,1,1,-4.0,0,0,0,1,0
0,1,1,8,6,-1.0,0,1,2,1,1
1,1,2,1,5,-1.0,1,0,0,4,0
0,0,2,8,11,-1.0,0,1,2,5,1
1,1,0,5,3,-1.0,0,0,1,0,0
1,1,0,10,2,0.0,1,1,2,27,0
1,0,2,2,0,-1.0,0,0,0,1,0
0,1,1,1,0,-1.0,0,0,0,13,0
0,1,0,2,0,-1.0,1,1,0,1,1
1,0,2,1,0,-1.0,1,0,0,0,0
1,1,0,6,0,0.0,1,0,1,0,0
1,1,1,3,8,-1.0,0,0,0,1,0
1,1,1,7,3,-24.0,0,1,1,19,1
1,1,1,9,10,0.0,0,0,2,117,0
0,1,1,6,1,-1.0,0,0,1,1,0
1,0,1,3,1,-5.0,1,0,0,0,0
0,1,1,1,0,-1.0,0,0,0,2,0
0,1,1,2,0,0.0,0,0,0,0,0
1,1,2,6,9,-1.0,1,1,1,1,1
0,1,1,9,16,-1.0,0,1,2,6,1
0,1,1,10,1,0.0,0,1,2,-1,1
0,0,1,2,2,-17.0,1,0,0,16,0
0,1,1,1,0,0.0,1,1,0,0,1
0,1,1,10,6,29.0,1,1,2,0,1
0,1,1,3,2,-1.0,0,1,0,148,1
0,1,0,9,4,-1.0,0,1,2,1,1
0,1,1,2,6,-26.0,0,0,0,26,0
0,1,1,7,11,0.0,0,1,1,0,1
1,1,2,1,0,-1.0,1,0,0,1,0
0,1,2,1,1,0.0,1,1,0,0,1
1,1,1,6,11,-1.0,1,1,1,2,1
0,0,0,3,1,-1.0,0,0,0,0,0
1,1,2,7,26,-1.0,0,1,1,167,1
1,1,2,1,2,-1.0,1,1,0,6,1
0,1,1,1,0,0.0,0,0,0,-1,0
0,1,2,3,1,-1.0,0,0,0,0,0
0,1,0,10,3,-1.0,0,1,2,0,1
1,1,0,5,0,-1.0,0,1,1,0,1
0,1,1,1,0,0.0,0,0,0,0,0
1,1,2,1,0,-4.0,1,0,0,0,0
0,0,1,2,0,-1.0,1,0,0,1,0
0,1,1,3,0,0.0,0,0,0,1,0
1,1,1,7,1,-9.0,0,1,1,8,1
0,1,0,8,4,-1.0,0,0,2,60,0
0,1,2,1,0,-1.0,0,1,0,0,1
0,1,2,4,2,0.0,0,0,0,0,0
0,1,0,3,0,-1.0,1,0,0,1,0
0,1,2,1,3,-1.0,0,1,0,1,1
1,1,1,4,1,-1.0,0,1,0,57,1
0,1,1,8,8,0.0,0,1,2,0,1
0,1,0,7,7,-1.0,0,1,1,0,1
0,1,1,4,1,-1.0,0,0,0,2,0
1,1,1,4,1,-4.0,0,0,0,3,0
0,1,0,2,0,-1.0,0,0,0,1,0
1,0,2,9,28,-1.0,0,1,2,117,1
1,0,2,1,0,-2.0,0,0,0,1,0
1,1,1,2,1,-1.0,1,0,0,0,0
0,1,1,1,0,0.0,1,0,0,0,0
0,1,1,7,4,-1.0,0,1,1,1,1
0,1,2,1,1,-1.0,0,0,0,0,0
0,1,0,5,0,-1.0,1,1,1,0,1
1,1,0,7,0,-1.0,0,1,1,1,1
1,0,1,3,0,-6.0,1,0,0,0,0
0,1,1,7,7,-1.0,0,1,1,1,1
1,1,2,3,2,-1.0,1,1,0,83,1
0,0,0,7,2,-1.0,0,1,1,1,1
0,1,1,8,0,-1.0,0,0,2,0,0
0,1,1,8,8,-1.0,0,1,2,2,1
1,1,2,3,14,-1.0,0,1,0,0,1
1,1,2,4,2,0.0,1,0,0,2,0
0,1,0,7,2,-1.0,0,1,1,10,1
0,1,2,1,0,0.0,1,0,0,0,0
0,1,1,2,0,-1.0,1,0,0,0,0
0,1,1,8,11,0.0,0,1,2,0,1
0,1,0,2,0,0.0,0,1,0,22,1
0,1,1,10,6,0.0,0,1,2,80,1
0,1,1,5,2,-1.0,0,1,1,2,1
0,1,1,7,0,0.0,0,0,1,0,0
1,0,2,1,2,-12.0,0,0,0,2,0
1,1,0,8,3,-1.0,0,1,2,17,1
0,1,0,3,0,-1.0,0,0,0,0,0
0,1,0,5,0,0.0,1,0,1,32,0
0,1,1,4,6,0.0,0,1,0,194,1
0,1,1,7,8,-1.0,0,1,1,4,1
0,1,2,1,0,-1.0,1,1,0,0,1
0,0,0,6,0,-1.0,0,1,1,1,1
0,0,0,9,3,0.0,0,1,2,5,1
0,1,2,1,0,0.0,1,0,0,-1,0
1,1,2,2,3,-1.0,1,0,0,0,0
0,1,1,9,8,0.0,0,1,2,2,1
1,1,1,2,2,-1.0,1,1,0,0,1
0,1,1,2,3,-1.0,1,1,0,5,1
0,1,1,4,0,0.0,0,1,0,-1,1
1,0,2,2,1,-30.0,1,0,0,1,0
0,1,1,3,2,-12.0,0,1,0,12,0
1,1,0,2,0,-1.0,0,0,0,5,0
1,1,1,2,2,-1.0,0,0,0,0,0
0,1,1,6,8,0.0,1,0,1,15,0
0,1,0,7,0,-1.0,0,1,1,1,1
1,1,2,2,8,-1.0,1,1,0,4,1
1,1,1,7,1,-1.0,0,0,1,51,0
1,1,1,7,5,-1.0,0,1,1,1,1
0,1,2,1,1,-1.0,1,0,0,0,0
1,1,1,4,2,0.0,1,1,0,0,1
0,1,0,7,0,0.0,0,1,1,0,1
0,0,0,10,2,-1.0,0,1,2,0,1
1,1,1,7,1,-1.0,1,1,1,28,1
0,1,2,1,7,-1.0,0,0,0,1,0
1,0,1,7,9,-1.0,0,1,1,26,1
1,1,2,1,1,-11.0,1,0,0,-1,0
0,1,1,5,12,-1.0,0,0,1,1,0
0,1,0,6,1,0.0,0,1,1,0,1
1,0,1,10,6,-1.0,1,1,2,30,1
0,1,1,1,2,0.0,0,0,0,0,0
0,1,1,2,3,-26.0,1,1,0,0,1
0,1,0,8,1,27.0,0,1,2,14,1
0,1,1,9,19,-1.0,0,1,2,1,1
0,1,1,5,2,-1.0,0,0,1,31,0
0,1,1,6,7,-1.0,0,1,1,0,1
0,1,1,8,8,-1.0,0,1,2,14,1
0,1,0,9,1,-1.0,1,1,2,0,1
0,0,1,5,4,-1.0,0,0,1,1,0
1,0,0,2,1,-1.0,1,0,0,0,0
0,1,1,8,2,-1.0,0,1,2,0,1
0,1,1,8,11,-1.0,1,1,2,531,1
0,1,1,6,3,-1.0,0,1,1,11,1
1,1,1,3,3,-1.0,1,1,0,1,0
1,1,1,8,13,-1.0,0,1,2,18,1
0,1,1,2,2,-1.0,0,1,0,0,1
1,0,2,7,0,-2.0,0,1,1,6,1
1,1,1,1,1,-1.0,1,0,0,1,0
0,1,1,10,27,0.0,1,1,2,0,1
0,1,1,6,7,-1.0,0,0,1,1,0
1,0,1,6,4,5.0,1,1,1,0,1
1,1,1,5,1,0.0,0,0,1,62,0
0,1,0,9,2,-24.0,1,1,2,21,1
0,1,1,2,4,-1.0,1,1,0,1,1
1,1,1,8,1,-1.0,0,0,2,1,0
1,0,2,9,0,-1.0,0,1,2,0,1
0,1,0,8,2,-9.0,0,1,2,7,1
0,0,1,5,2,-1.0,0,1,1,176,1
0,1,1,6,8,0.0,1,1,1,43,1
0,1,1,2,1,-17.0,0,0,0,0,0
0,1,1,3,11,-1.0,1,1,0,0,1
1,1,2,2,1,0.0,0,0,0,15,0
0,1,0,3,0,-1.0,1,1,0,1,1
0,1,2,1,4,-28.0,0,0,0,1,0
1,1,1,1,0,0.0,1,0,0,0,0
1,1,1,1,0,0.0,1,0,0,0,0
1,0,0,5,0,-1.0,0,0,1,0,0
0,1,1,2,3,-1.0,1,1,0,2,1
1,0,0,7,0,-2.0,0,1,1,1,1
0,0,1,1,2,-1.0,0,0,0,1,0
0,1,1,3,2,-13.0,0,0,0,7,0
0,0,1,3,0,-3.0,0,0,0,0,0
0,0,0,5,2,-2.0,0,1,1,1,1
0,1,0,4,1,-1.0,0,1,0,3,1
1,1,1,2,1,0.0,0,1,0,1,1
0,1,1,3,0,-1.0,1,0,0,1,0
1,1,1,2,17,-1.0,0,1,0,35,1
1,1,1,3,0,-1.0,0,1,0,0,1
0,1,1,8,6,0.0,1,0,2,10,0
0,1,2,1,8,-1.0,1,1,0,3,1
0,1,0,8,0,-1.0,0,0,2,30,0
1,0,1,1,0,-1.0,1,0,0,1,0
0,1,0,7,0,-1.0,0,1,1,32,1
1,0,0,5,0,-1.0,1,1,1,0,1
0,1,1,3,2,-1.0,0,0,0,1,0
1,1,2,1,0,-1.0,1,0,0,1,0
0,0,2,1,0,0.0,1,0,0,-1,0
0,0,1,9,0,-1.0,1,0,2,7,0
0,1,1,5,3,-1.0,0,1,1,37,1
0,1,0,9,5,-1.0,0,1,2,1,1
0,1,2,4,8,-1.0,0,0,0,1,0
0,1,1,4,7,-1.0,1,0,0,1,0
1,1,0,4,0,-1.0,0,1,0,28,1
0,1,1,8,4,-1.0,1,0,2,5,0
1,1,2,1,0,-1.0,1,0,0,0,0
0,1,1,2,0,0.0,0,0,0,1,0
0,1,1,7,0,0.0,0,0,1,0,0
0,1,1,8,10,0.0,0,1,2,1,1
0,1,0,4,0,0.0,0,0,0,0,0
0,1,1,6,8,0.0,0,0,1,1,0
1,1,2,7,7,-1.0,0,1,1,5,1
1,1,1,6,0,0.0,0,0,1,0,0
1,1,0,5,5,-1.0,1,1,1,0,1
0,1,1,2,4,-1.0,1,0,0,1,0
0,1,1,2,1,-3.0,1,0,0,2,0
1,1,1,5,4,-18.0,1,1,1,0,1
0,0,1,8,8,0.0,0,1,2,65,1
1,1,1,1,2,-17.0,1,0,0,0,0
1,1,1,2,2,-3.0,0,0,0,1,0
1,1,0,2,0,0.0,0,0,0,15,0
0,1,1,6,0,-1.0,0,0,1,2,0
1,0,1,1,0,0.0,1,0,0,0,0
0,1,0,7,3,0.0,0,1,1,43,1
1,1,2,2,5,-1.0,1,0,0,2,0
1,0,2,1,1,-2.0,1,1,0,0,1
0,0,1,1,0,0.0,0,0,0,0,0
0,1,1,1,0,0.0,1,0,0,0,0
0,1,1,10,12,-1.0,0,1,2,1,1
0,1,1,6,14,0.0,0,1,1,0,1
1,1,1,5,3,-1.0,0,1,1,0,1
1,0,1,1,0,-1.0,0,0,0,1,0
0,1,1,6,0,-1.0,1,0,1,0,0
0,1,1,1,0,-1.0,1,1,0,1,1
1,1,0,10,11,-1.0,0,1,2,3,1
0,1,0,9,0,-1.0,1,0,2,1,0
1,1,2,6,21,-1.0,0,1,1,1,1
1,1,1,7,13,-1.0,0,0,1,1,0
0,1,0,4,2,-1.0,1,0,0,3,0
0,1,1,4,0,-1.0,0,0,0,1,0
0,0,0,4,0,-1.0,0,1,0,6,1
1,1,1,9,10,-1.0,0,1,2,2,1
0,1,1,3,6,-1.0,0,1,0,1,1
0,1,2,8,19,-1.0,0,1,2,2,1
0,0,1,3,1,-1.0,0,1,0,1,1
0,1,2,7,2,-17.0,1,0,1,3,0
1,1,1,1,0,-1.0,0,0,0,3,0
1,1,1,6,9,-1.0,0,1,1,470,1
0,1,1,9,2,0.0,0,0,2,0,0
0,1,1,5,1,-1.0,1,0,1,2,0
0,1,1,9,13,-1.0,0,1,2,1,1
1,1,0,4,0,-3.0,1,0,0,0,0
0,1,2,3,7,-1.0,1,1,0,0,1
0,1,1,6,6,-22.0,0,1,1,22,1
1,1,1,7,10,-1.0,0,1,1,4,1
1,0,2,2,0,-3.0,0,0,0,0,0
1,1,2,2,8,-24.0,0,0,0,24,0
0,1,0,5,3,0.0,0,1,1,0,1
0,1,1,3,7,-2.0,1,1,0,1,0
0,0,1,5,3,-1.0,1,1,1,0,1
0,1,1,1,1,0.0,0,1,0,0,1
1,1,2,1,0,-1.0,1,1,0,1,1
1,0,0,10,0,0.0,0,1,2,0,1
0,1,0,8,2,-1.0,1,1,2,35,1
0,1,1,8,8,-1.0,1,1,2,9,1
1,1,1,1,0,0.0,1,0,0,0,0
0,1,1,9,5,-1.0,1,1,2,0,1
0,0,2,1,0,-1.0,0,0,0,1,0
1,1,1,2,1,-3.0,1,0,0,-1,0
0,1,1,3,0,-1.0,0,0,0,34,0
1,1,0,9,6,0.0,0,1,2,5,1
0,1,1,10,13,-1.0,0,1,2,0,1
0,1,0,2,2,-1.0,0,0,0,0,0
1,1,1,3,2,-1.0,0,0,0,1,0
1,1,1,1,0,0.0,1,0,0,0,0
1,0,1,2,1,-2.0,0,0,0,0,0
0,1,0,7,2,-1.0,0,1,1,28,1
0,1,2,4,5,-1.0,0,0,0,297,0
0,1,1,1,1,0.0,1,0,0,0,0
1,1,2,3,10,0.0,1,1,0,0,0
1,1,2,1,0,-1.0,0,0,0,3,0
1,1,1,6,4,-1.0,0,0,1,1,0
0,1,2,8,15,-1.0,0,1,2,34,1
1,1,2,2,2,-14.0,0,0,0,7,0
0,1,1,2,4,-1.0,1,1,0,0,1
1,1,0,3,2,-1.0,0,1,0,2,1
1,1,1,8,6,0.0,0,0,2,0,0
0,1,0,9,2,0.0,0,1,2,1,1
1,0,2,1,0,-1.0,1,0,0,0,0
0,1,2,8,8,-23.0,0,1,2,8,1
0,1,0,7,0,0.0,0,1,1,0,1
1,1,2,1,0,0.0,1,1,0,-1,1
1,1,1,2,1,0.0,0,1,0,-1,1
0,1,1,1,0,-1.0,0,1,0,0,1
0,0,1,5,1,0.0,1,0,1,0,0
1,1,2,1,0,0.0,1,0,0,0,0
1,1,1,2,4,0.0,0,1,0,31,1
0,1,1,5,5,-1.0,0,1,1,3,1
0,0,0,5,0,-1.0,1,0,1,0,0
1,1,1,1,0,-1.0,1,0,0,1,0
0,1,1,3,5,-1.0,1,1,0,3,1
0,0,1,6,16,-1.0,0,0,1,24,0
0,1,0,9,3,-3.0,0,1,2,1,1
0,1,2,1,1,-1.0,0,1,0,1,1
1,0,2,1,1,-26.0,1,0,0,0,0
1,0,0,5,0,0.0,1,0,1,0,0
0,1,1,8,4,-1.0,0,1,2,34,1
0,0,2,1,1,-1.0,1,0,0,2,0
0,1,0,8,7,-1.0,1,1,2,2,1
1,1,0,4,1,-1.0,0,0,0,0,0
1,1,1,6,0,-1.0,0,1,1,37,1
0,1,1,6,4,0.0,1,0,1,0,0
0,1,1,5,2,-1.0,0,1,1,1,0
0,1,1,10,12,-1.0,1,0,2,52,0
1,1,0,4,0,0.0,0,0,0,0,0
0,1,1,9,5,-1.0,0,1,2,0,1
0,1,2,1,1,-1.0,0,0,0,0,0
0,1,0,5,1,-1.0,0,0,1,2,0
0,1,1,6,1,-1.0,0,1,1,31,1
1,1,1,7,0,-1.0,1,1,1,0,1
1,1,2,1,1,-5.0,0,1,0,4,1
0,1,1,1,1,0.0,0,0,0,23,0
0,1,1,10,16,-1.0,0,1,2,0,1
1,1,0,4,0,0.0,0,0,0,0,0
0,1,0,5,1,-1.0,0,1,1,7,1
0,1,0,8,1,0.0,1,1,2,13,1
0,1,1,9,1,0.0,0,0,2,-1,0
0,1,1,8,17,-1.0,0,1,2,112,1
1,1,2,1,0,0.0,1,0,0,6,0
1,1,1,3,3,-1.0,1,0,0,3,0
